content,annotation
 Haha Im not sure  its just natural ;),0
 you should ask my sister that. shes obsessed with SNL.r sweetiepie18 <------------- i have no idea. i dont watch it.,0
 Who&;s the most famous person you&;ve met?,0
 a million :),0
 Have you ever been Ice Skating?,0
 hi,0
 If you had to give up one favorite food  what would the most difficult?,0
 one person who have touched your heart the most,0
 well hi :),0
 Shrug it off. :] haha no time to deal with petty bullshiz.,0
 Lol thank you dinaaa(:,0
 nooooo.,0
 For sureeee :],0
 What has caused you the most physical pain?,0
 Where does the toetag go on a dead person if they don&;t have toes?,0
 hahaha dude you're a badass,0
 how&;s obama as a president?,0
 oh most definantly,0
 how so you spend your Christmas eve?,0
 Name 1 girl you find pretty.,0
 What? Who is this?,0
 San Fransisco<3,0
 what&;s the worst drink ever?,0
 Do you enjoy going shopping? If so what type of things do you enjoy buying?,0
 What&;s your biggest phobia?,0
 Do you like carrots?,0
 Weirdest pet you have ever had?,0
 nah im just joking,0
 Do you find the opposite sex confusing?,0
 Does your closest Starbucks have a driveu2013thru?,0
 leftttttt :),0
 no. havent you seen Bruce Almighty. Nobody knows what they really want...?,0
 if your going to ask a question like that don't you think if im going to be honest with you  you should give me the respect of knowing who you are?,0
 violin i think for my bday from my booo,0
 When you packing your stuff to leave and go somewhere for awhile  what is the first thing you make sure you have?,0
 &amp;i love you(:,0
 shut up ur prettty!..ll,0
 hahahahahahahahahaha whyyyyyyyyyyyy?r maybe? he is cute.,0
 Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :),0
 what is one thing you can&;t live without?? :] its me right?,0
 nigggahh i la la la loveeyou(:,0
 yup sure did,0
 hahahaha jealous? WHY? haha hello!,0
 Whn we gonn b 2gether?,0
 oh okaythats good,0
 Lol haha how cute is tht? Juss keedingg(:,0
 what song best describes you?,0
 enough undies!! :),0
 doesnt everyone..,0
 its not my bedroom . but tan. blahhh,0
 no haha =],0
 What&;s the longest relationship you have had?,0
 haha ;)so.. have u ever been to france?,0
 If you could date any celebrity  who would it be?,0
 i dont mind it because it gives me questions i guess,0
 Ballfuck  she&;s real. Get over it. vv,0
 It&;s fine  i think ima go though my eyes are getting heavy. But  text me when you&;re off. If I don&;t reply im asleep.,0
 Would you ever save a prostitutes life?,0
 yea >_<,0
 If you won a million dollars what would you do with it?,0
 What color is your hair?,0
 heyyyyyy!!! how u doin!!!!!,0
 umm brian mcfaddern jokes umm umm umm i dont no to be honest so im going with santa reow lol =],0
 Did you have a good day ??,0
 you a sexxyy mommma =),0
 one weird fact about you,0
 mr. taylor 7th grade english,0
 mes  they can be fun,0
 Hahaha ohhhhh  hi :)),0
 Carefree  fun  laughing  giggly  silly girl that loved barbies and using her imagination and learning and acting like she was older and more mature than she ever was.. :) haha,0
 i have a whole bunch! :D but the 2 memories i remember currently that are the best are with kelly and ashley. kelly being a kickass weekend filled with fun in slo and ashley being the renaissance faire and the 3oh!3 and cobra starship we went to :D,0
 i never said i liked pryce.,0
 u ever play beer pong?,0
 How do rumors get started?,0
 why do we say &quot;heads up&quot; when we actually duck?,0
 the bs.,0
 ..be invisible and punch mean people in the back of the head...,0
 haha i like you to hahaha :),0
 The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,0
 sureeee.,0
 ya damn rite,0
 hi  do you like nachos?,0
 I would have to say currently..r my newest pair of brown skinny jeans and this polester teal crazy print off the shoulder blouse :] I feel super pretty in it!,0
 How come sheep don&;t shrink when it rains?,0
 Black or White?,0
 Have you ever locked yourself out of a car?,0
 U go to RMS?,0
 bien. which is good in spanish. hahaha musta?,0
 Baptist but im solo currently with the whole not going to church and all. I hate the overwelming feeling of having to go to church for the preacher  not the reason..GOd. Its whatever though.,0
 Don&;t You Hate How People Make Fake Celerbity Pages? >.<,0
 Are most of your dreams realistic (that it feels like it can actually happen in real life) or non realistic (you flying)?,0
 nope.,0
 Who are you???????????????????????????,0
 doodle,0
 are you a registered voter?,0
 yes,0
 does any one say you look like a celebrity? if so who? do u think they&;re right?,0
 >.< ily haha :),0
 Heyyy. I am downloading songs at the moment. Would you mind helping me? Write your suggestions to my page  as in right now. :),0
 No,0
 growl;],0
 nothing prolly. getting over a sinus infection and upper chest congestion,0
 how is your mom,0
 Do you look for quality or quantity?,0
 What&;s your best trick?,0
 How many licks does it take to get to the center of a lollipop?,0
 :) Are you currently happy in your life right now?,0
 Do you chew on your pens or pencils?,0
 did you know gaga was on an episode of mtvs boiling point?,0
 they used to be and i like them to be that way but any more with timothy in my life they arent,0
 followed! follow me also :),0
 THE LAST MESSAGE WAS JUST FOR PEOPLE WHO ARE BEING RUDE IF YOUR NOT DISREGARD!!! :)) SORRY IF I OFFENDED ANY OF YOU!!!,0
 Indeed(: Lol,0
 Favourite song atm (:,0
 because myspace is dead and FB is overrated. :) plus to expand my brain powers,0
 Orange Juice,0
 Would you ever lick a hobo&;s foot?,0
 lol funnyy childrenn. but slidinqq babe;!!    (insiderr juss forr yuu mikeyy.)) hmmm let&;s see let&;s see.,0
 What are your plans for the rest of the day?,0
 fuck no! i live with a used-to-be sheriff  im careful with the law outside of my home :D,0
 What color is your bedroom carpet?,0
 Do you believe there&;s intelligent life on other planets?,0
 When you looked at yourself in the mirror today  what was the first thing you thought?,0
 Could you  would you eat a caterpillar?,0
 What is the funniest nick-name someone you know has?,0
 well it sorta depends on what mood im in  like i cant really choose favorites,0
 how do you make yourself happy?,0
 Robot Chicken is a funny ass cartoon  in Cartoon Network for those who dont know :))) i watch it around 12 :)),0
 nope never. would never.,0
 what&;s your nationality?,0
 ever tried dancing in the rain?,0
 But I know who you likee(:,0
 Thankss(:,0
 hahahha thank you :),0
 A loud shakin' dancing singin toy thats really colorful and makes little ones learn lots of stuff!! :],0
 You're very annoying,0
 Jarrod is god.,0
 Are you ready to start school? I am <3.,0
 depends :P,0
 Good morning  sunshine! ^^,0
 Girls; Do you like how you look in a bathing suit? Guys; Do you like you chick in a one pieec or two piece?,0
 Do you make your bed daily?,0
 single!!!!!! gabe saporta has my heart at the moment ( he is the lead singer of cobra starship if you didnt know),0
 samantha locascio <3 lmao.r but no  i just have that there cuz i like it,0
 My old school shit   i wud SOOO throw it away bhut my mom! Urgh,0
 If you could be invited to one person&;s birthday party  whose would it be?,0
 whats the wierdest color you&;d ever dye your hair?,0
 Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????,0
 you just shamed my people tabi.. you like making black rappers feel bad huh? makes you feel powerful? still you rock,0
 are you a trusting person?,0
 what if formspring did not exist?,0
 What&;s the last play you saw?,0
 ..,0
 Do you have any scars on your body?  If so  how&;d you get them?,0
 Hey  hey Tabi. I guess you&;re not supposed to trust dead people! BHHAH :D,0
 eating oranges!!!!r CASSIE I LOVE YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
 What&;s one thing you hate the feeling of?,0
 yes of course. i would love to be a pirate. always. errrgg.,0
 In what country other than your own would you like to live?,0
 show your face,0
 Was the last time your heart pounded like crazy for a good or bad reason?,0
 Last night about 11 o'clock,0
 Life is never going to be easy.,0
 How do you feel when someone disagrees with everything you have to say?,0
 alrighty !,0
 would you still consider your self as a true friend if you don&;t tell anyone but you allow your friend to do it? what&;s your opinion with that kind of a friend?,0
 yes.,0
 hahahahahhahahhaahhahahahah vvv ayee fix yerr infoooo ->>,0
 ExpLOrE tHe WOrlD   :D,0
 i love you tabi!!! <3 (:,0
 r u g00d at art,0
 What&;s your worst habit?,0
 hahahaha thanks i think? did you call me beautiful? thats a first <3,0
 summer :],0
 Bugs Bunny or Mickey Mouse?,0
 Cajun Turkey and melted pepperjack cheese. Lettuce. Tomatoe. Miracle Whip/ lightly evenly spread. Pickles. Cucumber. Colby cheese sliced in a circle. &amp;&amp; all layered perfectly on a toasted whole wheat honey and oats Bun. Deliciousness! :],0
 i think it would be fun,0
 ohhh your making my life soo hard!!!!!! ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM?????? change my mind. i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE,0
 Can you cross your eyes?,0
 Okeyyy honestly now I think this stupid person is just making up stuff cause she/he wont send you the link. Probably just trying to create drama and such. Maybe trying to make you worry? I dunno. Butttt anyways I love you TabiLou (;<3,0
 the last thing I want to do before I die is...,0
 the first one :]r if i had to choose.,0
 yes.,0
 aree yhu inlovee ?? if so ... with who ?!!,0
 When was the last time you were at the doctor? Why?,0
 we&;&;ll have to make room in the book mom gave you!!!!,0
 If you wanted to look very sexy  how would you dress?,0
 If you could go on a road trip with any person  dead or alive  who would it be and where would you go?,0
 Would you kiss the last person you talked to on the phone?,0
 Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!,0
 I do yoga. :],0
 Hell yeaaa how'd youu knoww?,0
 What is unbelieveable to you?,0
 Do you think that animals dream?,0
 not too often unless im in the car,0
 if you wanna be my lover by spice girls :],0
 would you like fries with that?,0
 Would you ever travel out of state to see a band that you like?,0
 What are you doing this weekend?,0
 lmao! V ( :,0
 What was the worst concert you went to?,0
 ....oats<br>,0
 Are you afraid of heights?,0
 have you gone nature tripping? if so  where? and how was the experience?,0
 iKno dat grul,0
 Have you ever been to Georgia<33? :],0
 Do you like to dance?,0
 Vans sukka! (:,0
 kkkk :],0
 fly most definantly.,0
 do you have a bf :),0
 Star Wars.,0
 watt yuu meann...?,0
 Yeah  I wanna be with someone...,0
 toasted lol wat a random question !,0
 What was the best job you&;ve ever had?,0
 hahaha okay,0
 ummm  im not sure. i guess,0
 If you could bring one character to life from your favorite book  who would it be?,0
 Are you a morning or night person?,0
 i'd say honesty,0
 brush my teeth,0
 Do you believe in ghosts?,0
 What&;s the most spontaneous thing you&;ve ever done?,0
 Tabi. If you stopped hating on Texas everyone from Texas will stop getting pissed....so just stop.? It&;s that easy,0
 entertaiin mhee,0
 How many drinks does it take before you get drunk?,0
 Yes  we are.,0
 WATER!!!!!!!!!!!!!! :],0
 Good morning.,0
 Have you broken any bones?  If so  how?,0
 who diz?,0
 who do you remember from idaho,0
 :D,0
 are you in college? what course are you taking?,0
 Would you be afraid to find out someone you knew was in a mental hospital before?,0
 yep  stop useing our jokes,0
 Are you nice to people you dislike?,0
 bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol,0
 what is the last thing you did before you went to sleep?,0
 If it isn't broken  don't try to fix it :],0
 Yes i do that all the time. haha,0
 haha connnnceidddddeddd much?,0
 Hahah Helllz yess! I will mamas!!<3 love u!,0
 Would you get high with me?,0
 nothing. my boo is studying and im FSing :D,0
 Woop I so did that Adam Turnbull one :) from adam lol! :),0
 I dont. and yes i see what your saying but not really cause guys are different than how we think. I think it more the forbidden territory to them so that's why they get so turned on when thinkin about doing it in the butt. haha Just don't do it  if your not comfortable doing it.,0
 haha well you are the only ninja i know ;),0
 causes they can't have violence in the kids show. come on you knew that..hahah,0
 babaysitting and lawn mowing until i was of age to get a legal job. and that was a gold star chili the restuarant.,0
 Awhh shit Dx who your man.?,0
 Okay I am done spamming for right now. I will more later tonight. My husband is cooking dinner and I am about to eat. But please spam me back. And I hope you all have a great night! <3 -ChloroformGRL,0
 No I don't know anyone and yes I did know that.,0
 I like to think so. :/,0
 nope. ive been lucky,0
 timothy. Lastnight for both.,0
 Others what?,0
 Okay well my computer won&;t let me ask you anymore question right now emahsnouoy haha so i&;ll hit you up later? :],0
 Alone and in my sleep,0
 Do you take any dare?,0
 I have no idea. Haven't seen the commerical.,0
 Can you ride a horse?,0
 Tabi. You know I like u  but I&;m starting to get that u don&;t like me. I like you alot. Justin boy is just some crush  while I&;m open right here ready to love u. Pryce,0
 lol how ya kno,0
 Stephanieeeeey(:,0
 I am done spamming for right now. I am still sort of tired. Leave me things. I will spam more later <3,0
 DO YOU GO WIT ANYBODY AT THIS MOMENT,0
 Have you ever been on the guestlist for any event?,0
 pirateesss .,0
 Do you like pasta?,0
 Do you have one or more Britney Spears C.D.?,0
 Do the Alphabet song and Twinkle  Twinkle Little Star have the same tune?,0
 What's cute?,0
 no but i should more often im sure,0
 stalker?,0
 :] your fine.,0
 they are yummy,0
 If you could change your name  what would you change it to?,0
 yes i would. i would love the opportunie of saving another persons life. and everyone gets hurt..but is being hurt worth not saving another beings life? I dont think so. I'll save them!! :),0
 Both! I love tea <3,0
 Oh Most Definantly.,0
 no,0
 Have you ever cried from being so mad?,0
 thats really a hard question. and to be honest i dont think i could care for the amount of children that are being abused and self sacrifice my entire life for them. thats really harsh and makes me sound awful but that exact senario is happening next to my parents house and when i was about 18 i thought that is something i would have been willing to do but now i see them and how far they are that it would almost be mear unfair and unsuccessful on my part for them. its all they know. and if the state wont do anything its sad to say but what could i do by ripping them from the only home they do know and tell them its all wrong. i guess im not that selfless. and its like 12 kids. so that would be a lot. idk. but rightnow  i dont think so. just because im not in any way capable of taking care of them any better rightnow anyways. other than the not abusing them but whats worse?,0
 What was the last thing to scare you?,0
 yeah. my boo just did but only cause ive been laying around like a hermet crab sick as a dog for the last couple weeks.,0
 easy Short Stack<3,0
 elmo. cause he laughs so much =D,0
 I am going to go to bed now. I still ahve alot of stuff on my mind. Ehhh... well have a good/day. <3 Leave me things.,0
 Favorite brand of clothes?,0
 If you could put somebody on a postage stamp  who would you choose?,0
 stalkerrrr,0
 not really,0
 W3N YUH L0$T Y@ VIRGINITY!,0
 Are you good at giving directions?,0
 bravest? idk off the top of my head. im pretty brave but idk if ive really had to opportunity to be brave yet....,0
 Who is ur lover???,0
 Okay. Will do :),0
 lolss yew nastyy,0
 Bright room or dark room?,0
 Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :],0
 Ewwiee! Nothing haha(:,0
 Marissa Nicole Gomez!(:,0
 Yogurt!! and blueberry :],0
 iAnit flaw so juz chill,0
 Did you ever get in trouble for talking in class?,0
 What brand of shampoo and conditioner do you use?,0
 Do you like ketchup?,0
 Do you feel weird being around people you do not know?,0
 Tabithaaaaaa I love youuuuuuuuuuuuuu <3,0
 I didn&;t say the question after the one about texas!! I promise! And I was just joking around......because u strongly dislike texas!!,0
 lmfaoo wow,0
 im sooo hungry now. idk of any right now haha im eating grapes.,0
 What do you do when you have alot on your mind?,0
 Juno  Sweet november  mr. deeds :],0
 Have you ever ran with scissors in your hand?,0
 Would you rather date a lot of different people  or be in a committed relationship?,0
 Sometimes if im looking forward to gettin the call from that particular person.,0
 Yes. Standing over the border line. Ive been in Ohio and indiana at the same time :),0
 Favorite board game?,0
 Hahaha I like everything thats etiable. :D soooo like chipotle is one of my many favoritees :) r r Buuuuut I really enjoy tacos  kung pao  chicken veggie penne-my creation ;] cajun rice. Pancakes always. I love ALL veggies and fruit is awesome. hahar I also like to try new foods. Exotic things noone would ever try! Ive had Sate Torpedo ;) haha I wouldn't suggest it.r r I don't eat fast food or frozen gourmet meals. Processed food grosses me out :P yukkkkie.,0
 ummmmmm  i would like to move back to idaho falls because it was really pretty and i miss all my friends.. but i guess california or new jersey or new york would be cool. :) p.s. who is this? i love the questions,0
 What were you like as a kid?,0
 Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.,0
 nope,0
 If you had A Big Win in the Lottery  how long would you wait to tell people?,0
 Have u evr listened 2 a song repeatedly just b/c it reminded u of ur crush?,0
 yes,0
 i know alot of pretty people.,0
 Crap this is hard  haha umm &quot;People Need Inspiration&quot;- The Last Song <33,0
 not too often.,0
 scorpion as long as i wouldnt die,0
 i guess the other people in it?,0
 Stupidity.,0
 Hells yeah you go back!,0
 Do you miss your hometown?,0
 hahahah what,0
 oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =],0
 guess who  r u obsest wiv short stack,0
 If you had to give up one favorite food  what would the most difficult?,0
 Yes :),0
 How does Freddy Kruger wipe his butt?,0
 Do you like traveling? How often do you think you ride in a car?,0
 I love you tabi!!!!,0
 Well i do now :p,0
 What is answer you hate hearing?,0
 What award would you love to win and for what achievement?,0
 ahahaahahahaha. yourr a funny kid.,0
 positive :],0
 uhhh not really anything.,0
 i have no idea. but its prolly because of where our priorities lay.... compared to the others that dont think. where are theirs?,0
 something to make me money.....like lots of money.,0
 :) hey thank you  that means alot. is this who i think it is?r but really thank you,0
 Give me a hint :),0
 im pretty fit :),0
 I haven't been online for like three weeks hhaha,0
 If drugs had no bad effect on your health...would you do them?,0
 Umm like; sure(x,0
 Committed  I want to like one girl cause then I will know for sure that she is the one((: <3,0
 r u &amp; Frances still talken?,0
 What do you know about the.illumanati,0
 Fuck yes i think i am! haha,0
 yep  and p.s. my phone died im lazy to charge it,0
 Honestly I don't know yet. I will find out in a few months(:,0
 Janet son of a gun. haha,0
 along came polly. cause its funny,0
 Someone still needs to read someone one her poems >:(  (Smiley is not pleased),0
 Im going to spam anonymously k? You down?,0
 im a ninja if that helps,0
 I think there good :) I like most of your questions most of the time hahaha,0
 nope,0
 Errmm...Harry potter? lol,0
 Do you think parents are too hard on kids these days?,0
 do you think you could make it in the woods with just camping supplys for a week? {no cellphone.),0
 do you think gays are more stylish than girls? why or why not?,0
 omg really i never noticed lol =],0
 when ever you go to google translate  DONT USE IT!!! trust me....,0
 Ohio  USA. And its pretty rad :],0
 Are my questions boring?,0
 what was the weirdest thing you have seen?,0
 yeah when it first came on but not anymore at all,0
 i think everyone does,0
 1  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???,0
 im pretty fucking skilled then :D,0
 Purple,0
 Do you eat cheeseburgers?,0
 Hey if ur reading this I dnt know if u were following me or not but if u were I think I deleted all my followers so could u follow me again thanks,0
 dont even try <3 haha,0
 no. i suck.,0
 Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,0
 You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:,0
 lmfao! haha! Nahh its my badd;),0
 If you could make one person fall in love with you who would it be?,0
 How would a world without music affect us?,0
 yeah !,0
 Have you had an std be honest? Im sure half of y&;all have.,0
 What are you having for dinner? Who is cooking? Do you cook your own dinner?,0
 Blue Bear  or Purple Penguin?,0
 Have you ever cheated in a relationship?,0
 my hearing aids as they help me hear the smallest things like crickets :D family as they will always be there for me:D and God  even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,0
 how many times do u take a bath in a day?,0
 What character from a movie most reminds you of yourself?,0
 Nope,0
 I did. And then realized I dont get on my account enough to follow a bazillion people and keep them all posted up on my life. So I deleted it. r So Im sticking with formspring :],0
 i found you on jensens thingie. i cant really see your picture but i guess your cute?,0
 Wet the toothbrush or brush dry with the toothpaste?,0
 the guy at lunch at ur table at school who u hang out with and talk to he is HOT,0
 How do you tell when you run out of invisible ink?,0
 huh? they love animals so they dont eat THEM but they do gotta eat one way or another lol,0
 Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.,0
 Do yooh lite it upp ma?!,0
 tim.&amp; i dont think men are hot.,0
 :))),0
 Why nott secret person(:,0
 okay,0
 myspace for the freedom of creativity :] and facebook for the social aspect.,0
 you tell me :p,0
 Where do you buy your groceries from?,0
 nahh its humorous usually,0
 Usually going to my brothers baseball games :) then all day outside!!! my favorite <3r Rollerblading or finding a new park and then out with the boyfriend usually to eat and then doing something..from a movie to going grocery shopping haha,0
 they laughed alil too much i guess,0
 no but i so wanna go this year!,0
 How would you describe  in your mind  the greatest guy in the world? What would he be like? What would he do with his time?,0
 Do you think we will find another life form in your life time?,0
 Was Jesus a virgin when he died?,0
 i dont no tomato sauce,0
 Do you eat all the servings in the food groups on a daily basis?,0
 It really depends on my mood and the type of people im around. Im very good at starting conversations but if Im around someone else thats doing a lot of talking  I may just be a bit backwards cause I don't like to steal the light :),0
 Thank you(:,0
 jesus!,0
 i like learning french  how about you? =),0
 IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah,0
 Do you like Tom Cruise movies?,0
 Have you ever collected stickers that are on fruits?,0
 Yes it is lots of fun :) I wouldn't mind learning latin. Its a dead language of course but apparently there are a lot of good things you can get out of latin and a bunch of things are based on it.,0
 this one and the one about boys at six flags flirting with you that were older  yeah that&;s too,0
 yes,0
 Dance the robot. :],0
 hahaha im pretty sure he has a girlfriend  and even if he didnt there are sooo many pretty girls than me.,0
 jack.,0
 in between. i have a boyfriend that likes to contribute to my cleaniness with his messiness.,0
 I THINK SHE GOT U ON MYSPACE,0
 dont be silly  wrap ur willy! lol,0
 r How much do looks matter to you in a guy/girl?,0
 If you had to cook dinner for someone tonight  what would you make?,0
 corona lights :D,0
 I love cheese cubes.,0
 If Uranus had earthquakes would they be called Uranusquakes,0
 cremated because i wanna be spread in the ocean.,0
 Has anyone ever taken a picture of you while you were asleep?,0
 What wood yuh do fo meh???,0
 What happens when you put a lightsaber in water?,0
 In your opinion  is being argumentative a positive trait or a flaw?,0
 Give it back to them. I don't really hate anyone..,0
 idk haha maybe beowulf:],0
 i think the death jokes are worse.,0
 Can bald men get lice?,0
 smile. eyes. complection,0
 yesssssssssssssss :D,0
 Youuur daddyyy  <3,0
 What do you think makes a person snap and kill someone?,0
 Shh....Dnt tell any1 k? haha! NOTHING! MWAH!,0
 I've had a lot in the last year.,0
 not really,0
 Don't be anonymous. Share your name :],0
 great  yours?,0
 depends on who their spying on.....,0
 tv cuz i can always find my shows online :D,0
 hmm  foohl  i said dont approve xD,0
 Do you have any concerns at this moment?,0
 How well do you handle rejection?,0
 why do we yawn when we see other people yawning?,0
 lala,0
 Yes but it was for the good. They meant a  lot to me at the time  but at the time I was being a stupid girl. :l,0
 ummmm..,0
 haha damn the ninja thing gave it away,0
 I think I would be a true friend. Now if your saying that my friend was in a relationship with another one of my friends that I knew were being screwed over? then that would be hard but the truth always comes out no matter what. and I dont believe its my place to do so. But as for them being what kind of friend. I just wouldn't trust them.,0
 when you feel like you accomplished things you wanted to do and had the time of your life,0
 Both .,0
 i cant tell you that because it would give it away...but i didnt know you personally last year...,0
 Usually I can.,0
 Your gorgeous :),0
 a what?,0
 What would you like to have named after you?,0
 Anything your parents should know about?:,0
 What&;s the best invention EVER made?,0
 yes. and that movie is hilarious btw. :) i would not be living there first off.....hahaha but i would trick them somehow. tell them of a better place on a landfill reserve.,0
 y0 v@q!N@ sm3lL lykK c0tT@q3 (h33s3,0
 What&;s your favorite music genre?,0
 YES :),0
 never. I hate that.,0
 nope. but i wink at timmy sometimes :],0
 haha!! it is haha lol!! man i hvnt even gotten 2 dat part yet! FML hah,0
 What is your guilty pleasure Disney movie?,0
 Yes i have. Not the newest one with Will Smith's kid and the chinese boys pickin on him but i have all the others with the white kid  hahaha there all great movies :),0
 thank you! oooooohhh hot brownies right out of the oven :D,0
 like 4 or 5,0
 they didnt',0
 live life love,0
 yea it&;s different from warm cali  but&;s cool :D weeeell gtg now :| gonna meet some friends i a few minutes lol.bye :] xx,0
 You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:,0
 Whats yo fav position,0
 Heyy.....I am so sick of all these anonymous(however you spell it) people are hating on you. EVERYONE leave Tabi alone! TEXAS does want her and her family here. AND Jack...seriously stop. Please don&;t hate on her. What has she ever done to you?! K thanx(:,0
 heyy!,0
 DINA!(:,0
 i know! seriously! whoever they are obviously doesnt have the BALLS to tell me to my face or at least tell me who they are lol,0
 What happens to an irrisitable force when it hits an immovable object?,0
 ummm idk i do and i dont haha,0
 hobbies,0
 where in ohio are you from?,0
 -Haa you guessedd righhtttt:Dr its Maryyyy(: ahhh ilovee this picture!!!!!!!!!! mayb becuase youhr in it babe<3,0
 silliest. idk haha im pretty silly all the time,0
 Lol I lovee youu too!<3,0
 sometimes,0
 no i live on my own :),0
 Free cookies at Subway! Start the week off right with a Free Cookie at Subway! Recieve 10 points redeemable for a free cookie with any purchase today.r r Of course it had to be the longest text ever. haha I had a subway card and get those dumb texts all the time hahaha,0
 have you watched Karate Kid? I watched it yesterday  it&;s a very nice movie :),0
 lay out and swim :),0
 Well any planet in the universe would involve planets that aren't named to me yet...therefore yes I would :) love to go to a planet we've never heard of!! haaha Yes i would live there.,0
 crazyness.,0
 Because she is an amazing person  and I hope that she would agree with me when i say we're &quot;close friends&quot;...,0
 what part of louisiana was you born in?,0
 Oh wow haha i just read that  guy/girl&;s(?) poem Love how my name is in it i feel honored jk,0
 well thats just too bad now isn&;t it? [;,0
 Be honest: Do you have a song by Ozzy Osbourne in your library?,0
 ahaha,0
 Not at all. well i guess with timmy i am. he'll get me anything lol but not when I was a kid.,0
 Who are yew??,0
 give me your number<3 ;),0
 ow much cash do you have on you?,0
 the  way people are to each other.,0
 yesh,0
 Do you know a alcoholic?,0
 I want ________ to be my sister.,0
 DoIhKnowYuh?r AndYuhrLike...SpammingMyFS.,0
 Uhhhhh? Who is this?,0
 Yeahh,0
 Whats your IQ?,0
 u would call me coz i said so and im extremely bored mwhahahaa  im guessing angel but i met more ppl on that day so it could be anyone....,0
 random song of the day?,0
 yes. I think it should be made into a cologne/,0
 is love really blind? why or why not?,0
 haaa its all qud  sorry abouht the &quot;hoe&quot; thinq  iwas mad lol,0
 whre do u wanna go 2 college,0
 he is a really good friend,0
 whats ur favorite band?,0
 cough drops. deodorant. glasses case.,0
 florida and yea,0
 If there&apos;s an exception to every rule  is there an exception to that rule?,0
 Your very pretty.,0
 Is it legal to travel down a road in reverse  as long as your following the direction of the traffic?,0
 Hmm I wonderr? Maybee my babeyyboy<3,0
 Are you a risk taker? If yes  what kind of risks had you taken? If not  why not?,0
 It's been a while. Prolly like 6 months or so..r Which is pretty good being that I turned 21 on the 17th ;),0
 toilet paper.,0
 Shouldn&;t the opposite of shut up be shut down?,0
 are you foing out???,0
 I don't ive always liked kylee sooo get outta my bisnatch!!!,0
 do you love justin?,0
 Hahaha  it kinda seems like it&;s one person just repeatedly asking you if you&;re fake to irritate you. They&;re a low life  who need to find better things to do than start crap on the internet with someone they&;re jealous of (;,0
 Haha  i knowww.r i was kiiddding!,0
 Aww thanks a ton. but honestly what?,0
 whats you favorite movie of ALL TIME,0
 Maybe 2,0
 Why do people always think something can&;t happen to them  until it does?,0
 i know  i know  i know! :),0
 I dont ever rememeber peeing my pants?,0
 Chocolate or Vanilla?,0
 How many TRUE best friends do you have?,0
 sweeeeeeeeeeeet,0
 hhahahaha okay :) nice opinion.,0
 nope neva did,0
 waaaiiiitttt what?,0
 boxers or briefs... or boxer briefs lol,0
 What is more difficult for you; looking into someones eyes when you are telling someone how you feel  or looking into someones eyes when they are telling you how they feel?,0
 i think serious enough,0
 hmmm thats a good question,0
 im not completely sure but i would probs have to say off air or here in ur arms.,0
 The upkeep of downtown. its beautiful in what you can find in an innercity but the horrible the way it gets soooo run down by the next year or so. its sad really.,0
 Who was the last person to call you?,0
 Do you like your name?,0
 yes actually :) you feel pretty awesomely special when your walking in. hahha,0
 Faveee Timee - Sport ?,0
 Definantly. I just haven't found anyone like me.,0
 are you sick of hearing about michael jackson yet?,0
 Does it bother you when someone says they&;ll call you and they don&;t?,0
 Did you French kiss before you were 16?,0
 We're all Human. its in some ours genetics i believe.,0
 ha  yeah  cleveland rocks! where was your first kiss?,0
 What is your best birthday memory?,0
 very much so when it comes to things i believe in or think i should stand up for..,0
 Are your underwear and socks folded in your drawer or just thrown in?,0
 Are yuh single and ready 2 mingle?!,0
 What famous person do other people tell you that you most resemble?,0
 Uhhmm. Myself(:,0
 haha me too  haha iloveyouutooBABYY<3;D,0
 I have many! 2many actually bhut i guess when i found my lifetime friends ;D,0
 st8,0
 yes. duh? ha,0
 Are you and @TruAce best friends?,0
 Do you get excited over cameras?:,0
